locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15,id
121,239,109,364,428,104,215,164,100,86,123,239,205,266,124,sample_1571
129,239,109,372,424,101,215,172,103,78,127,239,205,261,124,sample_1572
119,236,105,361,424,107,215,159,100,82,125,236,213,261,122,sample_1573
127,239,113,372,422,104,215,164,100,80,127,233,205,264,124,sample_1574
129,239,109,372,428,98,210,168,106,78,127,239,205,262,124,sample_1575
125,239,109,364,428,107,215,159,109,86,125,236,205,264,122,sample_1576
129,242,101,364,428,101,210,172,112,80,125,245,213,270,122,sample_1577
123,239,105,370,426,104,215,172,97,78,127,239,205,264,122,sample_1578
129,245,109,372,422,104,215,172,106,80,127,239,205,261,122,sample_1579
129,233,101,362,428,104,210,164,109,82,129,245,213,262,124,sample_1580
129,242,105,364,428,107,210,164,106,80,129,245,205,270,122,sample_1581
127,245,101,368,426,104,210,164,106,82,125,242,205,272,122,sample_1582
129,245,105,364,428,104,215,164,97,80,127,242,213,270,122,sample_1583
123,236,105,366,422,107,215,176,106,82,125,236,205,261,124,sample_1584
129,245,101,366,424,107,210,172,106,82,129,242,209,272,122,sample_1585
125,245,101,368,428,107,210,168,109,82,129,233,209,268,122,sample_1586
123,236,109,361,422,98,210,159,109,86,121,236,201,266,122,sample_1587
129,236,105,368,426,101,210,164,106,86,123,236,209,264,124,sample_1588
119,239,113,364,428,101,210,168,97,86,123,236,205,266,122,sample_1589
129,233,113,370,424,101,215,176,106,78,127,239,213,262,124,sample_1590
123,236,109,364,424,104,215,172,112,84,125,242,205,266,124,sample_1591
119,233,105,364,422,104,210,172,106,86,125,236,201,264,124,sample_1592
127,239,109,370,424,98,215,168,100,78,123,236,213,264,122,sample_1593
129,245,101,364,426,104,210,164,109,80,125,245,205,272,122,sample_1594
123,239,113,362,424,107,215,164,109,86,121,236,213,266,124,sample_1595
127,233,101,364,428,104,210,164,112,80,129,242,213,272,122,sample_1596
129,239,113,370,422,104,215,168,100,78,129,239,213,261,124,sample_1597
121,236,109,370,428,104,215,172,106,86,121,242,205,261,124,sample_1598
125,236,101,364,426,104,215,164,106,82,127,236,213,272,122,sample_1599
127,239,105,370,426,101,215,172,100,80,129,239,205,261,124,sample_1600
129,236,105,372,428,98,215,168,103,78,127,233,209,264,124,sample_1601
121,239,105,368,422,107,210,172,100,78,129,239,213,264,122,sample_1602
129,245,109,362,428,101,210,172,112,82,129,242,213,272,124,sample_1603
119,236,105,362,424,107,210,168,109,86,121,236,213,268,124,sample_1604
129,233,105,370,422,101,215,168,106,78,127,239,205,261,122,sample_1605
129,239,109,372,424,101,215,164,106,78,129,239,213,262,124,sample_1606
119,236,109,364,422,107,210,172,109,86,123,242,205,262,124,sample_1607
127,239,109,370,428,104,215,168,103,80,127,239,205,264,124,sample_1608
123,239,105,361,428,98,210,172,109,80,125,236,205,262,124,sample_1609
129,242,105,372,422,101,215,168,97,78,123,239,205,262,124,sample_1610
127,242,105,364,426,104,215,168,97,82,127,236,209,272,124,sample_1611
129,245,105,364,428,104,215,168,112,82,125,239,213,272,122,sample_1612
129,242,109,372,426,107,215,168,106,80,123,239,205,261,124,sample_1613
123,236,113,370,422,107,215,168,97,80,123,239,213,264,124,sample_1614
125,245,105,364,428,107,215,164,103,82,129,242,213,266,122,sample_1615
125,239,105,370,428,104,215,164,109,80,127,236,213,268,122,sample_1616
127,239,113,372,424,107,215,164,103,80,125,239,205,264,122,sample_1617
127,239,113,370,428,101,215,176,100,78,125,239,209,262,124,sample_1618
123,239,105,364,424,98,215,164,100,86,119,239,213,264,124,sample_1619
125,245,105,370,428,104,210,164,109,82,125,242,209,264,122,sample_1620
123,239,109,368,428,101,215,172,106,78,125,239,209,262,124,sample_1621
127,242,101,368,424,101,210,164,112,82,125,245,209,272,122,sample_1622
125,245,105,368,428,104,210,164,106,80,125,245,209,270,122,sample_1623
125,239,105,370,428,98,215,172,106,82,129,239,209,264,124,sample_1624
123,239,105,364,422,107,210,172,106,86,121,233,205,264,122,sample_1625
129,239,113,370,426,98,215,168,103,82,123,239,213,261,124,sample_1626
125,233,109,368,428,101,210,168,109,80,127,245,213,272,122,sample_1627
125,245,109,362,428,104,215,164,109,82,125,245,213,262,124,sample_1628
127,233,109,372,428,104,210,159,106,78,127,239,209,261,124,sample_1629
129,239,109,370,426,101,215,172,100,80,125,242,209,264,124,sample_1630
119,239,105,361,422,107,210,176,106,82,119,242,205,270,124,sample_1631
129,245,109,362,428,104,215,164,112,82,125,245,213,272,122,sample_1632
129,233,109,370,424,101,215,172,100,78,127,239,209,264,124,sample_1633
129,236,109,372,422,101,215,168,97,82,123,239,205,261,124,sample_1634
129,245,105,372,428,104,215,168,103,82,125,239,205,268,122,sample_1635
123,236,105,368,422,101,210,168,100,82,121,236,213,264,122,sample_1636
127,239,105,372,422,101,215,172,100,80,127,239,209,264,124,sample_1637
127,239,105,370,424,101,215,176,106,80,129,233,209,261,124,sample_1638
129,245,105,362,428,104,210,172,112,82,125,245,213,272,124,sample_1639
129,233,105,364,422,107,215,172,106,86,121,242,205,261,124,sample_1640
127,242,101,364,428,104,210,164,109,80,127,233,213,268,122,sample_1641
127,233,109,372,428,101,210,164,109,82,125,242,213,272,122,sample_1642
125,239,109,372,428,107,215,168,106,80,129,239,213,261,124,sample_1643
121,233,113,362,422,101,215,172,106,82,123,236,205,268,122,sample_1644
129,239,109,368,428,98,215,164,106,80,127,233,213,262,122,sample_1645
125,239,113,370,426,104,215,168,100,80,125,236,205,262,124,sample_1646
125,245,105,364,426,107,210,172,103,82,125,239,209,272,122,sample_1647
127,239,105,372,428,98,210,164,100,82,123,236,205,261,124,sample_1648
121,236,109,368,422,110,210,164,106,84,125,239,205,264,124,sample_1649
121,236,105,362,428,107,210,172,106,84,125,236,205,261,124,sample_1650
129,245,105,364,428,104,210,164,109,82,125,242,213,272,122,sample_1651
125,239,109,370,428,104,215,168,100,78,129,239,213,262,124,sample_1652
129,245,105,364,426,104,210,164,106,82,129,242,213,262,122,sample_1653
129,242,101,372,428,104,210,164,103,84,129,242,209,266,122,sample_1654
125,245,101,370,426,104,210,164,103,82,129,239,213,268,122,sample_1655
125,239,105,368,428,98,215,172,103,80,127,233,205,262,122,sample_1656
127,245,105,372,428,101,215,164,97,78,125,239,213,261,124,sample_1657
129,239,113,372,426,101,215,168,100,80,127,236,209,262,124,sample_1658
125,239,105,370,422,101,215,168,100,80,125,236,205,261,124,sample_1659
125,236,105,364,426,107,210,168,109,86,123,239,209,264,124,sample_1660
123,239,109,370,426,98,215,168,103,82,125,239,209,262,124,sample_1661
125,239,109,372,424,101,215,172,100,80,129,239,209,261,124,sample_1662
125,239,109,368,422,101,215,164,103,82,127,239,209,262,122,sample_1663
125,239,113,372,428,101,210,168,97,78,123,239,205,261,124,sample_1664
127,239,105,362,424,107,210,164,109,82,125,242,205,270,122,sample_1665
125,242,105,372,426,101,215,168,106,78,127,239,213,261,124,sample_1666
119,239,105,364,424,104,210,159,106,84,125,239,205,268,122,sample_1667
129,233,101,372,428,104,210,164,109,82,125,245,209,272,122,sample_1668
127,245,105,364,428,107,210,159,106,84,127,245,209,272,124,sample_1669
127,239,113,368,424,101,215,168,103,80,125,239,209,261,124,sample_1670
119,236,105,364,422,104,210,172,109,86,125,242,209,264,122,sample_1671
127,239,109,372,428,101,215,168,100,80,129,239,209,262,124,sample_1672
125,245,101,366,428,110,210,164,97,84,125,242,209,272,122,sample_1673
125,239,105,372,426,104,210,164,100,80,125,239,209,261,124,sample_1674
123,239,113,370,428,101,215,168,97,82,125,239,205,262,122,sample_1675
125,236,105,372,428,104,210,164,106,82,129,245,209,272,122,sample_1676
125,239,105,372,426,104,215,164,103,78,129,239,205,261,124,sample_1677
129,245,113,372,426,101,215,168,100,78,125,239,209,261,124,sample_1678
123,239,105,370,422,101,210,172,103,80,127,239,209,264,124,sample_1679
125,239,109,370,426,101,215,164,103,80,125,242,205,264,124,sample_1680
129,245,109,372,428,107,210,172,106,82,129,245,213,264,122,sample_1681
119,233,101,364,424,107,215,168,106,84,125,236,205,262,124,sample_1682
129,233,105,372,424,104,210,164,109,82,125,233,209,268,122,sample_1683
125,236,109,362,426,104,210,168,109,86,123,239,205,264,122,sample_1684
127,233,105,372,422,104,215,172,100,82,129,236,205,261,124,sample_1685
119,236,113,364,426,104,210,176,97,86,125,233,213,262,124,sample_1686
127,236,101,364,428,104,210,172,109,82,129,245,213,266,122,sample_1687
125,239,109,372,426,101,215,176,97,80,125,242,213,264,124,sample_1688
125,239,109,372,426,101,215,172,100,78,129,239,209,261,124,sample_1689
119,239,109,370,428,104,215,176,97,84,129,242,205,261,124,sample_1690
119,239,105,364,428,107,210,164,97,86,125,242,205,264,122,sample_1691
121,236,105,366,422,107,210,164,106,82,125,233,209,264,124,sample_1692
127,236,105,368,428,104,210,159,109,82,127,239,209,272,122,sample_1693
119,236,113,370,428,107,210,172,100,86,127,233,209,270,122,sample_1694
127,239,109,372,426,101,215,159,106,80,127,239,205,262,124,sample_1695
129,239,105,370,428,98,215,164,97,80,129,233,213,262,124,sample_1696
125,239,109,372,428,98,215,159,103,78,129,239,209,262,124,sample_1697
127,239,109,370,428,101,215,168,103,80,123,239,205,261,124,sample_1698
121,239,105,364,424,107,210,164,103,86,123,239,201,268,124,sample_1699
123,239,113,372,428,101,215,172,106,78,127,239,209,261,124,sample_1700
125,233,109,370,426,107,215,164,97,78,123,236,205,261,124,sample_1701
121,236,105,372,424,101,215,159,106,82,125,239,209,262,124,sample_1702
121,239,105,366,422,107,215,172,106,80,121,233,205,264,124,sample_1703
119,233,109,366,424,110,210,164,112,86,125,236,213,266,124,sample_1704
125,242,101,372,426,104,215,164,109,82,129,236,213,264,124,sample_1705
119,239,105,364,428,101,210,168,109,84,125,239,209,268,122,sample_1706
127,245,105,364,428,104,210,164,109,84,125,239,205,272,122,sample_1707
125,239,105,372,428,104,215,164,106,78,125,233,205,262,124,sample_1708
121,245,113,370,426,101,215,168,106,80,129,239,205,261,122,sample_1709
119,236,113,362,428,107,210,164,106,86,125,239,205,266,122,sample_1710
125,239,105,370,424,104,215,172,97,80,127,239,205,262,122,sample_1711
121,236,113,370,424,107,210,172,109,86,123,233,209,270,124,sample_1712
125,239,109,366,428,107,215,159,109,82,129,245,209,262,122,sample_1713
127,233,109,364,428,101,215,164,106,80,129,239,209,262,124,sample_1714
127,236,109,364,424,101,210,172,109,82,127,242,213,272,122,sample_1715
125,242,105,364,428,104,210,164,112,84,125,245,213,272,124,sample_1716
125,239,113,370,428,104,215,164,106,78,125,236,205,262,122,sample_1717
129,239,105,370,422,104,215,168,106,82,125,239,205,262,124,sample_1718
125,239,109,372,426,101,210,164,100,78,125,239,205,261,124,sample_1719
125,239,109,372,422,98,215,172,97,78,129,236,205,261,124,sample_1720
123,239,105,368,428,101,215,164,100,80,129,233,213,262,124,sample_1721
125,236,101,364,424,107,210,176,109,86,121,233,213,262,124,sample_1722
121,236,113,364,428,107,215,172,109,86,121,239,209,264,124,sample_1723
123,239,105,361,428,101,210,172,103,86,119,233,213,270,124,sample_1724
125,245,109,372,428,107,210,164,106,82,127,239,213,264,122,sample_1725
123,242,113,362,424,104,210,164,109,86,121,239,205,270,124,sample_1726
129,233,109,361,422,107,210,172,109,82,127,236,205,262,124,sample_1727
125,239,113,370,428,101,215,164,100,80,127,239,213,261,122,sample_1728
123,239,105,372,426,104,210,168,106,80,127,239,209,262,124,sample_1729
125,239,105,370,428,98,210,172,97,84,123,236,213,262,124,sample_1730
129,239,109,372,426,101,210,168,100,80,125,239,205,261,122,sample_1731
127,242,101,364,428,104,210,164,106,82,129,239,209,272,124,sample_1732
127,245,105,372,428,107,210,164,109,84,125,245,205,272,122,sample_1733
125,239,105,368,428,104,210,164,97,82,125,242,209,268,122,sample_1734
129,245,105,372,426,107,215,164,106,82,127,245,205,266,124,sample_1735
127,236,101,372,424,107,210,168,109,82,127,245,213,272,122,sample_1736
129,242,101,362,428,104,215,164,106,82,129,245,209,264,124,sample_1737
129,239,105,368,422,101,215,172,100,78,127,245,205,261,124,sample_1738
129,233,109,370,428,101,215,168,106,78,127,233,209,261,124,sample_1739
127,245,101,372,428,104,210,164,109,82,129,242,213,264,122,sample_1740
127,233,101,362,424,104,215,164,106,82,127,245,213,268,122,sample_1741
127,245,101,364,426,104,215,164,106,82,127,233,213,272,122,sample_1742
121,239,109,372,426,104,215,164,103,80,125,239,205,264,122,sample_1743
127,239,109,372,426,104,215,172,100,78,125,239,205,261,124,sample_1744
119,236,113,361,422,110,210,159,106,80,123,236,201,264,124,sample_1745
123,242,105,362,426,107,215,164,97,84,123,239,205,262,124,sample_1746
127,242,101,364,426,104,210,164,109,82,127,233,213,272,122,sample_1747
123,233,113,368,426,107,215,172,109,86,119,233,205,264,124,sample_1748
127,245,101,366,426,107,210,164,109,82,127,242,209,264,122,sample_1749
125,239,109,372,428,101,215,164,97,78,125,236,213,261,122,sample_1750
125,236,105,372,422,101,215,172,100,78,127,239,205,261,124,sample_1751
125,239,109,372,428,104,215,164,100,80,129,239,205,262,124,sample_1752
125,239,113,372,424,101,215,172,97,82,127,239,209,264,124,sample_1753
127,242,101,372,428,107,210,164,109,82,129,245,213,262,122,sample_1754
123,236,105,370,426,104,215,168,97,82,125,236,209,262,124,sample_1755
125,239,101,366,422,98,210,172,106,86,121,236,209,268,122,sample_1756
129,242,105,370,426,101,215,172,97,78,127,245,205,261,124,sample_1757
125,236,101,368,428,107,210,164,109,80,129,245,213,262,122,sample_1758
119,236,105,361,428,104,210,172,100,86,123,236,201,264,124,sample_1759
123,239,109,362,428,107,210,168,106,86,125,236,201,264,124,sample_1760
129,239,105,364,428,101,210,164,103,82,125,233,205,272,122,sample_1761
119,233,105,366,428,107,215,172,106,82,125,236,201,262,124,sample_1762
129,236,101,364,426,110,210,159,109,82,125,242,209,262,122,sample_1763
119,236,105,361,428,107,210,159,109,84,125,239,213,270,124,sample_1764
119,236,113,366,428,104,215,172,112,84,121,233,213,264,122,sample_1765
125,239,113,372,422,104,215,164,103,78,125,239,209,264,122,sample_1766
129,239,109,372,428,107,210,172,100,78,127,239,205,261,122,sample_1767
129,242,105,364,426,104,210,164,106,82,125,242,213,270,122,sample_1768
119,236,109,361,428,107,215,176,97,86,125,236,201,264,124,sample_1769
125,239,113,370,424,104,215,168,97,78,127,233,205,261,122,sample_1770
125,239,105,370,422,104,215,172,103,80,125,245,205,262,122,sample_1771
125,245,105,362,428,107,215,164,103,82,129,245,213,272,122,sample_1772
129,239,105,372,428,101,215,159,100,78,125,236,205,264,124,sample_1773
129,245,105,366,428,107,210,164,112,82,125,245,213,272,122,sample_1774
125,239,109,372,422,101,215,172,97,80,125,239,205,262,124,sample_1775
125,242,105,372,424,104,215,176,103,78,125,239,205,261,124,sample_1776
125,239,105,370,426,101,215,168,103,78,125,239,205,261,124,sample_1777
125,233,101,364,428,104,215,159,109,82,129,233,213,272,122,sample_1778
125,236,105,368,426,98,215,168,97,86,123,233,205,264,124,sample_1779
129,242,101,368,428,101,210,164,97,82,129,245,213,266,122,sample_1780
123,233,105,364,424,110,215,172,97,84,127,233,213,264,122,sample_1781
127,242,109,362,426,107,215,164,109,80,129,239,213,262,122,sample_1782
129,239,109,370,428,104,215,172,97,78,129,239,205,261,124,sample_1783
127,239,109,368,422,107,215,159,106,86,123,236,205,264,122,sample_1784
125,242,105,370,426,98,215,168,100,78,129,239,209,261,124,sample_1785
121,236,105,370,424,104,215,172,109,86,125,236,209,262,124,sample_1786
127,245,109,366,428,107,210,159,106,82,125,239,213,272,122,sample_1787
125,245,101,372,424,104,210,164,106,82,125,233,213,272,124,sample_1788
119,239,113,362,426,107,210,172,106,80,123,233,209,262,124,sample_1789
127,242,109,372,424,101,215,164,100,82,127,245,209,272,122,sample_1790
127,242,105,368,426,98,210,168,103,82,125,242,209,270,122,sample_1791
127,239,105,372,426,101,215,168,100,78,125,239,209,261,124,sample_1792
129,233,109,364,422,104,215,172,106,86,121,236,209,262,124,sample_1793
121,239,109,370,424,101,215,159,106,78,123,236,209,262,124,sample_1794
121,239,113,372,422,101,215,172,103,78,127,239,205,261,122,sample_1795
121,233,109,364,428,101,215,164,106,80,129,233,209,264,124,sample_1796
125,239,109,372,428,104,215,168,103,78,127,239,205,264,122,sample_1797
125,233,109,368,426,104,215,164,100,78,127,233,205,262,124,sample_1798
121,239,109,370,426,101,210,168,97,78,123,236,213,264,124,sample_1799
127,233,105,364,428,104,210,168,106,84,123,233,205,264,124,sample_1800
119,242,105,364,428,98,215,159,106,84,123,239,205,262,122,sample_1801
129,242,101,368,428,101,210,164,109,82,125,242,213,270,122,sample_1802
119,242,105,364,422,104,210,172,109,82,121,239,213,264,122,sample_1803
127,242,105,368,426,110,210,168,106,82,127,236,213,272,124,sample_1804
121,239,113,372,424,104,215,168,100,80,125,239,205,261,124,sample_1805
125,239,109,372,428,107,215,168,100,80,125,245,205,264,124,sample_1806
127,242,105,364,428,104,210,164,112,80,129,236,213,272,122,sample_1807
127,245,105,370,428,107,210,168,106,82,125,245,213,272,124,sample_1808
129,236,109,372,426,104,215,172,97,80,127,239,205,262,122,sample_1809
125,242,109,368,424,101,215,172,100,80,123,233,209,261,124,sample_1810
123,239,105,372,422,107,215,164,100,78,127,236,213,261,122,sample_1811
127,239,113,368,424,104,215,168,103,82,125,233,209,261,124,sample_1812
119,233,105,362,424,101,215,168,106,86,129,242,201,264,122,sample_1813
123,239,105,370,424,107,210,172,106,82,121,236,213,270,124,sample_1814
129,242,101,364,428,104,210,172,109,82,127,242,213,266,122,sample_1815
125,242,109,372,428,107,210,164,106,80,127,233,209,270,122,sample_1816
125,236,105,362,422,101,210,172,109,82,123,236,205,268,124,sample_1817
127,245,105,362,428,98,210,164,109,82,125,236,205,272,122,sample_1818
125,245,105,372,426,107,210,168,100,80,127,239,213,262,122,sample_1819
119,239,105,364,422,107,210,159,106,84,125,233,201,266,124,sample_1820
121,239,113,364,424,107,215,168,109,86,121,242,209,261,122,sample_1821
129,233,101,364,428,101,210,168,103,82,127,233,209,270,124,sample_1822
125,239,109,370,424,101,215,168,106,80,125,239,209,262,124,sample_1823
119,233,109,364,424,107,215,176,106,84,121,242,213,264,122,sample_1824
125,236,109,366,424,101,210,164,106,82,129,245,209,268,122,sample_1825
121,239,109,364,422,110,215,172,100,84,127,239,205,262,122,sample_1826
127,239,105,372,426,101,215,164,103,80,127,239,209,264,122,sample_1827
129,239,113,368,426,101,215,164,106,78,125,239,205,261,124,sample_1828
129,242,105,364,428,107,210,168,109,80,129,233,213,266,124,sample_1829
127,233,105,364,428,104,210,164,109,84,125,239,213,272,124,sample_1830
129,233,105,368,428,107,215,159,103,84,123,239,205,264,122,sample_1831
121,239,109,370,426,110,210,172,100,86,123,233,205,262,124,sample_1832
123,236,109,362,426,110,210,172,112,86,121,236,205,264,124,sample_1833
129,239,113,372,426,104,215,159,103,80,125,239,205,262,124,sample_1834
125,242,109,372,428,110,215,159,109,82,127,245,213,272,122,sample_1835
119,233,113,368,428,107,210,164,109,82,125,233,205,261,124,sample_1836
127,242,105,364,428,110,210,164,106,82,125,245,209,264,122,sample_1837
123,239,105,372,428,101,215,176,100,80,125,239,205,264,124,sample_1838
125,236,109,364,426,110,215,172,112,84,125,233,205,264,124,sample_1839
123,236,105,372,428,104,215,168,97,80,127,239,205,261,124,sample_1840
127,239,105,372,426,101,215,164,97,78,129,236,209,262,122,sample_1841
119,242,105,362,428,107,210,159,106,84,125,239,205,262,122,sample_1842
125,239,109,370,426,98,215,168,103,80,129,239,209,262,122,sample_1843
125,236,105,370,428,101,215,168,97,78,129,239,209,262,124,sample_1844
129,239,105,372,422,98,215,168,100,80,129,233,209,261,124,sample_1845
125,245,101,366,428,104,215,164,100,84,127,236,209,268,122,sample_1846
125,239,105,370,424,101,215,164,97,80,127,245,205,262,124,sample_1847
119,236,105,366,428,110,215,164,106,84,123,236,209,264,122,sample_1848
125,242,109,370,428,101,215,168,97,78,125,239,209,262,124,sample_1849
127,236,101,372,426,98,210,164,97,82,125,242,205,268,122,sample_1850
129,239,105,364,426,107,210,172,112,86,121,233,205,261,124,sample_1851
129,236,105,362,424,107,210,164,100,86,123,233,213,264,124,sample_1852
127,239,113,370,426,107,215,168,103,80,125,233,205,261,122,sample_1853
125,242,101,372,428,104,210,159,109,82,127,245,205,268,122,sample_1854
127,245,105,364,428,110,210,172,112,82,125,245,213,272,122,sample_1855
129,245,105,368,426,104,210,172,109,82,125,242,205,272,124,sample_1856
125,239,105,372,422,107,215,168,106,80,129,242,205,261,124,sample_1857
127,242,105,364,428,107,215,172,97,80,125,242,209,264,122,sample_1858
127,239,109,370,424,101,215,159,100,82,125,239,209,261,124,sample_1859
125,245,109,370,428,101,215,168,100,80,127,239,205,261,122,sample_1860
125,239,109,368,424,101,215,172,100,78,125,239,205,261,124,sample_1861
123,236,105,362,426,107,210,176,103,86,125,236,213,261,122,sample_1862
123,239,113,370,426,101,215,164,100,78,123,239,205,262,124,sample_1863
127,242,105,364,426,104,210,164,106,82,129,242,213,270,122,sample_1864
121,239,109,362,424,110,210,172,112,86,125,242,213,266,124,sample_1865
119,236,101,364,426,104,215,164,109,82,121,233,205,262,124,sample_1866
127,242,105,372,428,104,210,168,109,80,127,239,205,270,122,sample_1867
129,233,105,372,428,107,210,164,97,82,125,245,213,272,124,sample_1868
127,245,101,364,428,104,210,168,112,82,125,245,213,272,122,sample_1869
119,239,105,364,428,107,210,159,109,84,125,236,209,262,124,sample_1870
127,239,105,372,426,101,215,172,103,80,127,239,209,264,124,sample_1871
129,239,109,372,422,98,215,164,100,82,125,239,205,261,124,sample_1872
123,236,105,361,428,107,210,168,106,86,121,236,209,268,124,sample_1873
127,242,101,364,426,107,210,164,106,80,125,245,205,268,122,sample_1874
123,233,105,370,424,104,215,159,109,86,119,239,209,264,124,sample_1875
121,239,105,370,426,110,215,164,100,86,123,233,205,268,122,sample_1876
127,233,109,370,424,101,215,168,97,80,129,239,209,262,122,sample_1877
127,239,109,372,428,107,215,168,97,80,125,239,209,261,124,sample_1878
121,239,105,366,422,107,210,164,106,84,123,239,205,264,124,sample_1879
127,245,101,364,428,98,215,164,103,80,129,233,213,270,124,sample_1880
119,233,105,370,424,98,210,164,103,82,121,239,205,264,122,sample_1881
129,239,109,361,426,110,210,172,109,80,123,236,201,264,124,sample_1882
127,239,105,370,424,101,215,172,97,78,125,233,205,262,124,sample_1883
127,233,105,364,426,107,210,164,109,84,127,242,213,272,122,sample_1884
129,245,109,372,428,107,210,164,109,82,129,239,213,272,122,sample_1885
125,239,105,370,424,101,215,164,100,78,125,239,205,261,124,sample_1886
125,245,105,364,428,104,210,164,97,80,125,245,213,272,122,sample_1887
121,239,109,370,424,104,215,168,100,80,123,239,213,262,124,sample_1888
123,239,105,364,426,104,210,172,106,84,123,236,205,261,122,sample_1889
123,233,109,364,426,110,215,164,109,84,121,233,205,266,122,sample_1890
119,239,109,364,422,107,215,172,100,80,123,242,205,262,124,sample_1891
129,239,109,370,426,98,215,172,100,78,125,233,213,264,124,sample_1892
121,239,105,372,428,104,215,168,100,80,125,239,209,264,124,sample_1893
125,239,105,370,428,101,215,168,100,78,125,239,205,261,124,sample_1894
127,245,105,364,428,98,210,164,109,82,127,245,209,266,122,sample_1895
119,236,113,364,422,104,210,164,106,86,119,236,205,264,122,sample_1896
127,239,105,372,426,101,215,164,103,80,123,245,205,264,124,sample_1897
125,242,105,362,428,107,210,164,109,82,129,233,205,270,122,sample_1898
125,239,101,364,428,110,210,159,109,82,127,242,213,268,122,sample_1899
119,233,101,364,426,104,210,176,109,86,121,236,209,266,122,sample_1900
121,239,105,372,428,104,215,159,100,78,125,233,213,262,124,sample_1901
125,242,105,362,426,98,210,164,109,82,125,245,213,268,122,sample_1902
125,239,113,370,428,101,215,172,103,80,125,239,209,261,122,sample_1903
129,233,109,370,426,107,215,172,100,80,129,239,213,261,122,sample_1904
123,233,109,366,426,107,210,172,103,80,121,236,205,266,124,sample_1905
129,242,105,370,426,104,210,159,106,80,125,239,213,268,124,sample_1906
123,236,113,364,428,104,210,172,109,86,121,239,205,262,124,sample_1907
129,236,105,372,424,107,215,168,106,80,125,233,205,261,124,sample_1908
125,239,105,364,428,101,215,172,103,82,129,236,209,272,124,sample_1909
125,242,109,368,428,107,210,164,100,82,127,242,209,272,122,sample_1910
127,236,105,370,428,104,215,172,103,86,127,242,205,261,124,sample_1911
125,233,105,368,426,110,210,172,106,86,125,239,201,268,124,sample_1912
123,239,109,370,426,104,215,176,97,80,127,239,205,261,124,sample_1913
123,239,105,372,424,101,215,168,100,78,125,239,213,264,124,sample_1914
125,233,105,372,428,101,215,168,106,78,125,239,209,261,124,sample_1915
127,239,105,370,424,98,215,168,97,78,125,239,209,264,124,sample_1916
125,239,113,372,424,101,215,172,106,78,125,236,205,262,124,sample_1917
119,236,105,364,428,107,210,164,112,82,125,233,201,262,124,sample_1918
129,239,109,370,424,107,215,172,106,86,123,233,205,264,122,sample_1919
125,233,105,364,424,98,210,164,109,82,125,242,213,266,122,sample_1920
127,239,105,370,426,104,215,172,103,82,127,239,205,262,124,sample_1921
125,233,101,364,428,104,215,172,103,80,125,233,205,262,122,sample_1922
129,233,105,370,426,104,215,168,106,82,125,239,209,262,124,sample_1923
129,236,101,366,424,107,210,164,106,80,123,236,205,264,124,sample_1924
127,239,105,372,428,104,215,168,103,78,125,233,209,262,124,sample_1925
123,236,105,366,426,107,215,172,103,86,119,239,213,264,124,sample_1926
125,236,113,368,422,104,215,168,103,78,127,239,205,262,124,sample_1927
125,242,101,372,428,107,210,164,109,82,125,245,205,266,122,sample_1928
121,236,113,362,426,107,210,172,97,82,127,236,205,266,122,sample_1929
121,242,105,364,426,98,210,172,106,82,119,233,205,264,122,sample_1930
129,245,113,368,422,104,215,172,97,82,125,239,209,261,122,sample_1931
125,239,113,372,422,104,215,168,103,82,125,239,209,264,124,sample_1932
127,236,105,364,426,98,215,164,109,82,129,245,209,272,122,sample_1933
121,239,105,368,424,98,210,176,109,80,121,236,205,264,122,sample_1934
127,236,101,370,428,107,215,159,106,80,125,245,213,272,122,sample_1935
123,239,109,370,422,101,210,172,103,78,129,239,209,261,124,sample_1936
129,239,105,372,424,107,215,172,103,80,129,239,205,262,124,sample_1937
119,233,113,364,426,110,210,164,106,82,125,233,205,270,124,sample_1938
129,242,101,362,428,107,210,164,109,80,125,236,213,264,124,sample_1939
127,245,101,364,428,104,210,164,100,82,127,233,209,270,124,sample_1940
121,239,113,368,422,101,215,168,100,82,129,242,205,261,124,sample_1941
123,239,105,364,424,104,210,172,106,86,121,236,205,261,122,sample_1942
127,239,113,372,428,101,215,168,100,78,127,239,205,261,124,sample_1943
127,239,109,370,428,104,215,172,106,80,125,233,205,261,124,sample_1944
129,233,105,370,428,101,215,168,106,78,129,239,209,261,124,sample_1945
127,242,101,364,428,107,215,159,103,82,127,245,213,272,122,sample_1946
123,233,105,364,424,107,215,159,112,82,123,242,213,266,124,sample_1947
119,242,105,364,424,107,215,168,106,84,121,239,205,264,124,sample_1948
125,245,109,364,428,98,210,164,106,82,129,242,213,264,124,sample_1949
125,239,113,372,426,98,215,164,97,78,129,239,213,264,122,sample_1950
119,233,113,361,422,107,215,172,109,80,123,236,213,262,122,sample_1951
125,233,113,372,424,101,215,168,100,78,127,239,213,261,124,sample_1952
123,236,109,364,424,110,210,164,97,82,121,236,213,264,124,sample_1953
125,239,109,368,428,107,215,164,103,78,129,242,209,261,124,sample_1954
127,242,101,368,424,98,210,164,112,80,125,242,213,266,122,sample_1955
125,239,109,370,426,98,215,172,100,78,125,239,205,261,122,sample_1956
